Facility,Item Type Name,Item SkuCode,EAN,UPC,ISBN,Color,Size,Brand,Category Name,MRP,Open Sale,Inventory,Inventory Blocked,Bad Inventory,Putaway Pending,Pending Inventory Assessment,Return Awaited,Open Purchase,Enabled,Updated,Virtual Inventory
VENDORSKART MUNDKA 1 FACILITY,Steel Bird AIR HELMET SBA-1 DASHING BLACK 600 MM,VKAMHELMET0037,1,,SteelBird-India,Dummy Red,India,Autofy,Vendorskart_Automotive,1449.00,0,1,0,0,0,0,0,0,true,2017-01-10 17:11:08,0
VENDORSKART MUNDKA 1 FACILITY,Steel Bird AIR HELMET SBA-1 CLASSIC BLACK 580MM,VKAMHELMET0038,1,,SteelBird-India,Dummy Red,India,Autofy,Vendorskart_Automotive,1279.00,0,1,0,0,0,0,0,0,true,2017-01-10 17:11:08,0
VENDORSKART MUNDKA 1 FACILITY,Steel Bird AIR HELMET SBA-1 DASHING BLACK 580MM,VKAMHELMET0039,1,,SteelBird-India,Dummy Red,India,Autofy,Vendorskart_Automotive,1449.00,0,1,0,0,0,0,0,0,true,2017-01-10 17:11:08,0
VENDORSKART MUNDKA 1 FACILITY,Steel Bird AIR HELMET SBA-1 BEAST GLOSSY WHTE/RED 580MM,VKAMHELMET0042,1,,SteelBird-India,Dummy Red,India,Autofy,Vendorskart_Automotive,1999.00,0,1,0,0,0,0,0,0,true,2017-01-05 16:25:24,0
VENDORSKART MUNDKA 1 FACILITY,Steel Bird AIR HELMET SBA-1 BEAST MATTE WHITE/ORANGE 580MM,VKAMHELMET0043,1,,SteelBird-India,Dummy Red,India,Autofy,Vendorskart_Automotive,1999.00,0,1,0,0,0,0,0,0,true,2017-01-10 17:11:08,0
VENDORSKART MUNDKA 1 FACILITY,Steel Bird AIR HELMET SBA-1 DUNKIN GLOSSY WHITE/GOLDEN 600MM,VKAMHELMET0045,1,,SteelBird-India,Dummy Red,India,Autofy,Vendorskart_Automotive,1999.00,0,1,0,0,0,0,0,0,true,2017-01-10 17:11:08,0
VENDORSKART MUNDKA 1 FACILITY,Steel Bird AIR HELMET SBA-1 DUNKIN GLOSSY WHITE/ORANGE 580MM,VKAMHELMET0046,1,,SteelBird-India,Dummy Red,India,Autofy,Vendorskart_Automotive,1999.00,0,1,0,0,0,0,0,0,true,2017-01-10 17:11:08,0
VENDORSKART MUNDKA 1 FACILITY,Steel Bird AIR HELMET SBA-1 FREE LIVE MATTE BLACK/GREY 600MM,VKAMHELMET0052,1,,SteelBird-India,Dummy Red,India,Autofy,Vendorskart_Automotive,1799.00,0,1,0,0,0,0,0,0,true,2017-01-10 17:11:08,0
VENDORSKART MUNDKA 1 FACILITY,Steel Bird AIR HELMET SBA-1 FREE LIVE MATTE BLACK/ORANGE. 600MM,VKAMHELMET0053,1,,SteelBird-India,Dummy Red,India,Autofy,Vendorskart_Automotive,1799.00,0,1,0,0,0,0,0,0,true,2017-01-10 17:11:08,0
VENDORSKART MUNDKA 1 FACILITY,Steel Bird AIR HELMET SBA-1 FREELIVE MATTE WHITE/ORANGE 580MM,VKAMHELMET0055,1,,SteelBird-India,Dummy Red,India,Autofy,Vendorskart_Automotive,1799.00,0,0,0,0,0,0,0,0,true,2017-03-28 10:55:14,0
VENDORSKART MUNDKA 1 FACILITY,Steel Bird  HELMET AWARD DASHING BLACK -45,VKAMHELMET0058,1,,SteelBird-India,Dummy Red,India,Autofy,Vendorskart_Automotive,1349.00,0,1,0,0,0,0,0,0,true,2017-01-10 17:11:08,0
VENDORSKART MUNDKA 1 FACILITY,Steel Bird  HELMET OSCAR CLASSIC X -41,VKAMHELMET0059,1,,SteelBird-India,Dummy Red,India,Autofy,Vendorskart_Automotive,1229.00,0,1,0,0,0,0,0,0,true,2017-01-10 17:11:08,0
VENDORSKART MUNDKA 1 FACILITY,Steel Bird  HELMET ADONIS DASHING BLACK ST GOLD -50,VKAMHELMET0062,1,,SteelBird-India,Dummy Red,India,Autofy,Vendorskart_Automotive,915.00,0,1,0,0,0,0,0,0,true,2017-01-10 17:11:08,0
VENDORSKART MUNDKA 1 FACILITY,Steel Bird  HELMET ADONIS DASHING BLACK ST GREEN -50,VKAMHELMET0063,1,,SteelBird-India,Dummy Red,India,Autofy,Vendorskart_Automotive,915.00,0,1,0,0,0,0,0,0,true,2017-01-10 17:11:08,0
VENDORSKART MUNDKA 1 FACILITY,Steel Bird  HELMET ADONIS DASHING BLACK ST SILVER -50,VKAMHELMET0064,1,,SteelBird-India,Dummy Red,India,Autofy,Vendorskart_Automotive,915.00,0,0,0,0,0,0,0,0,true,2017-03-28 10:55:14,0
VENDORSKART MUNDKA 1 FACILITY,Steel Bird  HELMET EVE DASHING SILVER -33,VKAMHELMET0067,1,,SteelBird-India,Dummy Red,India,Autofy,Vendorskart_Automotive,1029.00,0,1,0,0,0,0,0,0,true,2017-01-10 17:11:08,0
VENDORSKART MUNDKA 1 FACILITY,Steel Bird  HELMET EVE DASHING L. PINK -33,VKAMHELMET0068,1,,SteelBird-India,Dummy Red,India,Autofy,Vendorskart_Automotive,1029.00,0,1,0,0,0,0,0,0,true,2017-01-10 17:11:08,0
VENDORSKART MUNDKA 1 FACILITY,Steel Bird  HELMET EVE DASHING S. RED -33,VKAMHELMET0069,1,,SteelBird-India,Dummy Red,India,Autofy,Vendorskart_Automotive,1029.00,0,0,0,0,0,0,0,0,true,2017-03-28 10:55:14,0
VENDORSKART MUNDKA 1 FACILITY,Steel Bird  HELMET EVE DASHING X DARK PINK -33,VKAMHELMET0070,1,,SteelBird-India,Dummy Red,India,Autofy,Vendorskart_Automotive,1029.00,0,1,0,0,0,0,0,0,true,2017-01-10 17:11:08,0
VENDORSKART MUNDKA 1 FACILITY,Steel Bird  HELMET ZORRO DASHING MAT BLACK -34,VKAMHELMET0073,1,,SteelBird-India,Dummy Red,India,Autofy,Vendorskart_Automotive,1829.00,0,0,0,0,0,0,0,0,true,2017-03-28 10:55:14,0
VENDORSKART MUNDKA 1 FACILITY,Steel Bird  HELMET EVE NATURAL BLACK+P CAP 580MM,VKAMHELMET0074,1,,SteelBird-India,Dummy Red,India,Autofy,Vendorskart_Automotive,999.00,0,1,0,0,0,0,0,0,true,2017-01-10 17:11:08,0
VENDORSKART MUNDKA 1 FACILITY,Steel Bird  HELMET STYLE CLASSIC BLACK -27,VKAMHELMET0075,1,,SteelBird-India,Dummy Red,India,Autofy,Vendorskart_Automotive,1549.00,0,1,0,0,0,0,0,0,true,2017-01-10 17:11:08,0
VENDORSKART MUNDKA 1 FACILITY,Steel Bird  HELMET STYLE CLASSIC MAT BLACK -27,VKAMHELMET0076,1,,SteelBird-India,Dummy Red,India,Autofy,Vendorskart_Automotive,1549.00,0,0,0,0,0,0,0,0,true,2017-03-28 10:55:15,0
VENDORSKART MUNDKA 1 FACILITY,Steel Bird  HELMET STYLE MAT BATTLE GREEN -27,VKAMHELMET0077,1,,SteelBird-India,Dummy Red,India,Autofy,Vendorskart_Automotive,1549.00,0,0,0,0,0,0,0,0,true,2017-03-28 10:55:15,0
VENDORSKART MUNDKA 1 FACILITY,Steel Bird  HELMET EVE NATURAL RED +P CAP 580MM,VKAMHELMET0079,1,,SteelBird-India,Dummy Red,India,Autofy,Vendorskart_Automotive,999.00,0,1,0,0,0,0,0,0,true,2017-01-10 17:11:08,0
VENDORSKART MUNDKA 1 FACILITY,Steel Bird  HELMET EVE NATURAL WHITE+PCAP 580MM,VKAMHELMET0080,1,,SteelBird-India,Dummy Red,India,Autofy,Vendorskart_Automotive,999.00,0,0,0,0,0,0,0,0,true,2017-03-28 10:55:15,0
VENDORSKART MUNDKA 1 FACILITY,Steel Bird AIR HELMET SBA-1 STORM MAT BLACK/ORANGE 600MM,VKAMHELMET0082,1,,SteelBird-India,Dummy Red,India,Autofy,Vendorskart_Automotive,1799.00,0,0,0,0,0,0,0,0,true,2017-03-28 10:50:21,0
VENDORSKART MUNDKA 1 FACILITY,[FatBoy-Black] Autofy Porado Fat Boy Chrome Alloy Wheels for Royal Enfield Bullet Classic 350 Royal Enfield Bullet Classic 500 Royal Enfield Bullet Classic Desert Storm (Set of 2),VKAMWHEEL0036,,,,Chrome & Black,China,Autofy-Porado,Vendorskart_Automotive,17999.00,0,9,0,0,0,0,0,0,true,2017-03-28 03:37:18,0
VENDORSKART MUNDKA 1 FACILITY,[Fox-Black-Knee-Elbow-Setof4] Autofy Unisex Fox Knee Shin and Elbow Guards Freesize (Set of 4),VKAMGUARD0018,Set of 4,,,Black,China,Autofy,Vendorskart_Automotive,1099.00,0,45,0,0,0,0,0,0,true,2017-03-28 03:37:18,0
VENDORSKART MUNDKA 1 FACILITY,[Blue&Black-Moxi-Pulsar-Foldable] Autofy Moxi Foldable 6 Adjustment Clutch and Brake Lever for Pulsar All Models (Blue and Black Set of 2),VKAMLEVER0001,Set of 2,,China Racing Company,Black and Blue,China,Autofy,Vendorskart_Automotive,2999.00,0,0,0,0,0,0,0,0,true,2017-03-28 03:37:18,0
VENDORSKART MUNDKA 1 FACILITY,[Black-Moxi-Pulsar] Autofy Moxi 6 Adjustment Clutch and Brake Lever for Pulsar All Models (Black Set of 2),VKAMLEVER0002,Set of 2,,China Racing Company,Black,China,Autofy,Vendorskart_Automotive,1999.00,0,0,0,0,0,0,0,0,true,2017-03-28 03:37:18,0
VENDORSKART MUNDKA 1 FACILITY,[3Leg-Silver-White-Blue-Headlight] Autofy Universal 2 LED Headlight for All Bikes (White and Blue Light),VKAMLIGHT0080,,,,Silver,China,Autofy,Vendorskart_Automotive,899.00,0,27,0,1,0,0,0,0,true,2017-03-28 03:37:19,0
VENDORSKART MUNDKA 1 FACILITY,[3Leg-Silver-White-White-Headlight] Autofy Universal 2 LED Headlight for All Bikes (White Light),VKAMLIGHT0081,,,,Silver,China,Autofy,Vendorskart_Automotive,899.00,0,30,0,0,0,0,0,0,true,2017-03-28 03:37:19,0
VENDORSKART MUNDKA 1 FACILITY,[GoldenPeacockLight-4LED] Autofy Universal HJG H4 4 LED Headlight for All Bikes (Golden),VKAMLIGHT0082,,,,Golden,China,Autofy,Vendorskart_Automotive,1899.00,0,82,0,0,0,0,0,0,true,2017-03-28 03:37:19,0
VENDORSKART MUNDKA 1 FACILITY,[CYTHorn-Small-Black] Autofy Universal CYT Horn for All Bikes (Black Single Unit),VKAMHORN0006,,SDL955807434,Autofy - India,Black,China,Autofy,Vendorskart_Automotive,899.00,0,80,0,0,0,0,0,0,true,2017-03-28 03:37:19,0
VENDORSKART MUNDKA 1 FACILITY,[6LED-RoundFogLight-WithStand] Autofy Universal 6 LED Round Fog Auxiliary Light with Metal Stand for All Bikes (White),VKAMLIGHT0083,,,,Silver,China,Autofy,Vendorskart_Automotive,899.00,0,180,0,0,0,0,0,0,true,2017-03-28 03:37:20,0
VENDORSKART MUNDKA 1 FACILITY,[8LED-BarLight-Black] Autofy Universal 8 LED Bar Fog Auxiliary Light for All Bikes and Cars,VKAMLIGHT0084,1 pc.,,,Black,China,Autofy,Vendorskart_Automotive,1999.00,0,34,0,0,0,0,0,0,true,2017-03-28 03:37:20,0
VENDORSKART MUNDKA 1 FACILITY,[CYTHorn-Small-Big] Autofy Universal CYT Horn for All Bikes (Black Single Unit),VKAMHORN0007,  1,SDL944496793,Autofy - India,Black,China,Autofy,Vendorskart_Automotive,1099.00,0,80,0,0,0,0,0,0,true,2017-03-28 03:37:20,0
VENDORSKART MUNDKA 1 FACILITY,[Round-MirrorLight-Black-Setof2] Autofy Universal Round Machine Gun 4 LED Handle Bar Fog Auxiliary Light (Set of 2),VKAMLIGHT0086,,SDL738469152,LED Company China,Black,China,Autofy,Vendorskart_Automotive,1299.00,0,94,0,0,0,0,0,0,true,2017-03-26 04:04:47,0
VENDORSKART MUNDKA 1 FACILITY,[Round-StrobeLight-3LED-Silver-Red-Blue] Autofy Universal Round 3 LED Flashing Strobe Light for All Bikes (Red and Blue),VKAMLIGHT0087,,,,Silver,China,Autofy,Vendorskart_Automotive,899.00,0,60,0,0,0,0,0,0,true,2017-03-28 03:37:20,0
VENDORSKART MUNDKA 1 FACILITY,[Oval-MirrorLight-Black-Setof2] Autofy Universal Oval Machine Gun 4 LED Handle Bar Fog Auxiliary Light (Set of 2),VKAMLIGHT0088,,SDL367821658,China LED Company,Black,China,Autofy,Vendorskart_Automotive,1299.00,0,27,0,0,0,0,0,0,true,2017-03-26 04:04:47,0
VENDORSKART MUNDKA 1 FACILITY,[M3-CYT-Bronze] Autofy Universal CYT M3 Headlight for All Bikes with Fan (Bronze),VKAMLIGHT0089,,SDL112674718,LED Company China,Bronze,China,Autofy,Vendorskart_Automotive,2199.00,0,5,0,0,0,0,0,0,true,2017-03-28 03:37:21,0
VENDORSKART MUNDKA 1 FACILITY,[M6-RTD-Chrome] Autofy Universal RTD M6 LED Headlight for All Bikes (with Fan),VKAMLIGHT0090,,SDL757924122,LED Company China,Silver & Black,China,Autofy,Vendorskart_Automotive,1999.00,0,40,0,0,0,0,0,0,true,2017-03-28 03:37:21,0
VENDORSKART MUNDKA 1 FACILITY,[3MicroLED-NumberPlateLight-Blue-Setof2] Autofy Universal 3 LED Number Plate Light for All Bikes (Blue Set of 2),VKAMLIGHT0091,,,,Black,China,Autofy,Vendorskart_Automotive,1099.00,0,187,0,0,0,0,0,0,true,2017-03-28 03:37:21,0
VENDORSKART MUNDKA 1 FACILITY,[BarMirror-Black-Setof2] Autofy Universal Bar Design Mounting Side Mirror Set for All Bikes (Black Set of 2),VKAMGLASS0007,,,,Black,China,Autofy,Vendorskart_Automotive,1799.00,0,10,0,0,0,0,0,0,true,2017-03-28 03:31:12,0
VENDORSKART MUNDKA 1 FACILITY,[2Face-3Bulb-MinionLight-Chrome] Autofy Round Three Bulb Telescope Eye Headlight for All Bikes (Chrome),VKAMLIGHT0092,,,,Silver,China,Autofy,Vendorskart_Automotive,1999.00,0,0,0,1,0,0,0,0,true,2017-03-28 14:12:29,0
VENDORSKART MUNDKA 1 FACILITY,[6LED-BlueRing-Chrome-Headlight] Autofy Universal 6 LED Round Headlight with Blue Ring for All Bikes,VKAMLIGHT0093,1,,China LED Company,Silver,China,Autofy,Vendorskart_Automotive,1999.00,0,3,0,1,0,0,0,0,true,2017-03-28 03:37:22,0
VENDORSKART MUNDKA 1 FACILITY,[2Speaker-Remote-MP3] Autofy Universal 2 Speaker Radio MP3 Player with Bike Locator and Remote for All Bikes (Black),VKAMRADIO0001,,,,Black and Pink,China,Autofy,Vendorskart_Automotive,1999.00,0,35,0,0,0,0,0,0,true,2017-03-28 03:37:22,0
VENDORSKART MUNDKA 1 FACILITY,[4LED-CrossShapeDRL-Black] Autofy Universal Round 4 LED Cross Design Fog Auxiliary Light for All Cars and Bikes (Black),VKAMLIGHT0094,,SDL189608902,LED Company China,Black,China,Autofy,Vendorskart_Automotive,7999.00,0,2,0,0,0,0,0,0,true,2017-03-28 03:37:22,0
VENDORSKART MUNDKA 1 FACILITY,[4LED-2DRLTeeth-White] Autofy 5.75 Inch 4 LED Headlight with DRL for Bajaj Avenger For Harley Davidson (Black),VKAMLIGHT0095,1,,LED Company China,Black,China,Autofy,Vendorskart_Automotive,8999.00,0,11,0,1,0,0,0,0,true,2017-03-28 03:37:22,0
VENDORSKART MUNDKA 1 FACILITY,[6LED-HalfDRLRing-White] Autofy 7 Inch 6 LED Headlight with Half DRL Ring for Royal Enfield (White),VKAMLIGHT0096,1,SDL905124458,LED Company China,Black,China,Autofy,Vendorskart_Automotive,16999.00,0,2,0,0,0,0,0,0,true,2017-03-28 03:37:23,0
VENDORSKART MUNDKA 1 FACILITY,[Round-2x90Bent-Black] Autofy Universal Double 90 Degree Bending Round Side Mirror Set for All Bikes (Set of 2),VKAMGLASS0008,Set of 2,,Glass Company China,Black,China,Autofy,Vendorskart_Automotive,1799.00,0,30,0,0,0,0,0,0,true,2017-03-28 03:31:12,0
VENDORSKART MUNDKA 1 FACILITY,[ThickBarrel-Peacock-Chrome] Autofy Universal Thick Barrel Slip On Exhaust Silencer Muffler for All Bikes (Multicolor),VKAMEXHAUST0011,1 pc.,,,Silver and Peacock,China,Autofy,Vendorskart_Automotive,4999.00,0,0,0,0,0,0,0,0,true,2017-03-28 03:37:23,0
VENDORSKART MUNDKA 1 FACILITY,[CarbonFinish-Triangle-SnakeSkin] Autofy Universal Triangle Carbon Finish Silencer Muffler Exhaust for All Bikes (Black),VKAMEXHAUST0012,,,Autofy - India,Black,China,Autofy,Vendorskart_Automotive,4999.00,0,4,0,0,0,0,0,0,true,2017-03-28 03:31:13,0
VENDORSKART MUNDKA 1 FACILITY,[DoubleTriangle-Hexagon-Red-Glossy] Autofy Universal Double Triangle Glossy Finish Silencer Muffler Exhaust System for All Bikes (Red),VKAMEXHAUST0013,,,Autofy - India,Red,China,Autofy,Vendorskart_Automotive,4999.00,0,4,0,0,0,0,0,0,true,2017-03-28 03:31:13,0
VENDORSKART MUNDKA 1 FACILITY,[Triangle-Chrome] Autofy Universal Triangle Slip On Silencer Muffler Exhaust for All Bikes (Chrome),VKAMEXHAUST0014,,,Autofy - India,Silver,China,Autofy,Vendorskart_Automotive,4599.00,0,0,0,0,0,0,0,0,true,2017-03-28 03:37:23,0
VENDORSKART MUNDKA 1 FACILITY,[Dragon-4RubberGrip-Black&Silver-Harley] Autofy Universal Dragon Teeth Rubber Metal Grip Cover for All Bikes (Set fo 2 Black and Silver),VKAMGRIP0008,Set of 2,,,Black and Silver,China,Autofy,Vendorskart_Automotive,3999.00,0,8,0,0,0,0,0,0,true,2017-03-28 03:37:23,0
VENDORSKART MUNDKA 1 FACILITY,[Dragon-4RubberGrip-Black-Harley] Autofy Universal Dragon Teeth Rubber Metal Grip Cover for All Bikes (Set fo 2 Black),VKAMGRIP0009,,SDL547961666,Grip Company China,Black,China,Autofy,Vendorskart_Automotive,3999.00,0,8,0,0,0,0,0,0,true,2017-03-28 03:37:24,0
VENDORSKART MUNDKA 1 FACILITY,[BentStem-BlueSkull-Setof2] Autofy Universal Skull Design Mounting Side Mirror Set for All Bikes (Blue Set of 2),VKAMGLASS0009,Set of 2,SDL469324367,China Mirror Company,Blue,China,Autofy,Vendorskart_Automotive,1699.00,0,0,0,0,0,0,0,8,true,2017-03-28 10:20:20,0
VENDORSKART MUNDKA 1 FACILITY,"[SnakeSkinArmour-Black-Scoyco-M] Autofy Scoyco Pre Curved Armour Anti Slip Full Finger Riding Gloves (Black, M)",VKAMGLOVES0018_M,,,,Black,China,Autofy-Scoyco,Vendorskart_Automotive,1999.00,0,0,0,0,0,0,0,0,true,2017-03-28 10:20:20,0
VENDORSKART MUNDKA 1 FACILITY,"[SnakeSkinArmour-Black-Scoyco-L] Autofy Scoyco Pre Curved Armour Anti Slip Full Finger Riding Gloves (Black, L)",VKAMGLOVES0018_L,,,,Black,China,Autofy-Scoyco,Vendorskart_Automotive,1999.00,0,0,0,0,0,0,0,0,true,2017-03-28 10:20:21,0
VENDORSKART MUNDKA 1 FACILITY,[SnakeSkinArmour-Black-Scoyco-XL] Autofy Scoyco Pre Curved Armour Anti Slip Full Finger Riding Gloves (Black XL),VKAMGLOVES0018_XL, 1 Set,,,Black,China,Autofy-Scoyco,Vendorskart_Automotive,1999.00,0,154,0,0,0,0,0,0,true,2017-03-28 03:31:13,0
VENDORSKART MUNDKA 1 FACILITY,"[SnakeSkinArmour-Black-Scoyco-XXL] Autofy Scoyco Pre Curved Armour Anti Slip Full Finger Riding Gloves (Black, XXL)",VKAMGLOVES0018_XXL,,,,Black,China,Autofy-Scoyco,Vendorskart_Automotive,1999.00,0,0,0,0,0,0,0,0,true,2017-03-28 10:20:21,0
VENDORSKART MUNDKA 1 FACILITY,[M3-RTD-Black] Autofy Universal RTD M3 LED Headlight for All Bikes (with Fan),VKAMLIGHT0097,1 pc.,,,Black,China,Autofy,Vendorskart_Automotive,2599.00,0,40,0,0,0,0,0,0,true,2017-03-28 03:37:25,0
VENDORSKART MUNDKA 1 FACILITY,[M4-RTD-Black] Autofy Universal RTD M4 LED Headlight for All Bikes (with Fan),VKAMLIGHT0098,,,,Black,China,Autofy,Vendorskart_Automotive,2599.00,0,40,0,0,0,0,0,0,true,2017-03-28 03:37:25,0
VENDORSKART MUNDKA 1 FACILITY,[M6-Black-HJG] Autofy Universal M6 HJG LED Headlight for All Bikes (with Fan),VKAMLIGHT0099,,,,Black,China,Autofy,Vendorskart_Automotive,1599.00,0,46,0,0,0,0,0,0,true,2017-03-28 03:37:25,0
VENDORSKART MUNDKA 1 FACILITY,[U1-Silver] Autofy Universal U1 Projector Spot Fog Auxiliary Light for All Bikes (White),VKAMLIGHT0100,,,,Silver,China,Autofy,Vendorskart_Automotive,999.00,0,70,0,0,0,0,0,0,true,2017-03-28 03:37:26,0
VENDORSKART MUNDKA 1 FACILITY,[Damru-4LED-White&AmberDRL] Autofy 7 Inch 4 LED Headlight with Dual DRL Color for Royal Enfield (White and Amber),VKAMLIGHT0101,1,SDL114307721,LED Company China,Black,China,Autofy,Vendorskart_Automotive,8999.00,0,6,0,0,0,0,0,0,true,2017-03-28 03:37:26,0
VENDORSKART MUNDKA 1 FACILITY,[Round-Without90Bent-Black] Autofy Universal 90 Degree Design Round Side Mirror Set for All Bikes (Set of 2),VKAMGLASS0010,,,Glass Company China,Black,China,Autofy,Vendorskart_Automotive,1299.00,0,30,0,0,0,0,0,0,true,2017-03-28 03:31:14,0
VENDORSKART MUNDKA 1 FACILITY,[M4-CYT-Black] Autofy Universal M4 CYT LED Headlight for All Bikes (with Fan),VKAMLIGHT0102,,,,Black,China,Autofy,Vendorskart_Automotive,1899.00,0,90,0,0,0,0,0,0,true,2017-03-28 03:37:26,0
VENDORSKART MUNDKA 1 FACILITY,[Triangle-DoubleNozzle-Chrome] Autofy Universal Triangle Double Nozzle Slip On Exhaust Muffler Silencer for All Bikes (Chrome),VKAMEXHAUST0015,1,,Autofy - India,CHROME,CHINA,Autofy,Vendorskart_Automotive,4999.00,0,0,0,0,0,0,0,0,true,2017-03-28 03:37:26,0
VENDORSKART MUNDKA 1 FACILITY,[IXIL-IronHead-Matte Black] IXIL Classic Ironhead HC1-2B Exhaust Muffler Silencer for Royal Enfield All Models (Matte Black),VKAMEXHAUST0016,,,Autofy - India,MATTE BLACK,CHINA,IXIL,Vendorskart_Automotive,28999.00,0,0,0,0,0,0,0,0,true,2017-03-28 03:37:27,0
VENDORSKART MUNDKA 1 FACILITY,[6LEDBrace-SemiOval-Headlight-Black&Chrome] Autofy Universal 6 LED Strip and Bulb Headlight for All Bikes,VKAMLIGHT0103,,,,Black and Chrome,CHINA,Autofy,Vendorskart_Automotive,3999.00,0,1,0,0,0,0,0,0,true,2017-03-28 03:37:27,0
VENDORSKART MUNDKA 1 FACILITY,[U1-Silver-Setof2] Autofy Universal U1 Projector Spot Fog Auxiliary Light for All Bikes (White  Set of 2),VKAMLIGHT0104,Set of 2,SDL389627103,LED Company China,Silver,China,Autofy,Vendorskart_Automotive,1999.00,0,0,0,0,0,0,0,0,true,2017-03-28 03:37:27,0
VENDORSKART MUNDKA 1 FACILITY,[Black-106cm-Spring] Autofy Universal Aluminium Antenna Rod with Chrome Cap and Spring for All Bikes (105cm),VKAMROD0002,,,,Black,,Autofy,Vendorskart_Automotive,599.00,0,0,0,3,0,0,0,0,true,2017-03-26 04:04:52,0
VENDORSKART MUNDKA 1 FACILITY,[Black-52cm-Spring] Autofy Universal Aluminium Antenna Rod with Chrome Cap with Spring for All Bikes (50cm),VKAMROD0003,1,SDL096402638,Autofy-India,Black,,Autofy,Vendorskart_Automotive,549.00,0,8,0,0,0,0,0,0,true,2017-03-28 03:37:27,0
VENDORSKART MUNDKA 1 FACILITY,[Black-64cm-NoSpring] Autofy Universal Aluminium Antenna Rod with Chrome Cap for All Bikes (65cm),VKAMROD0004,,SDL553607792,Autofy-India,Black,,Autofy,Vendorskart_Automotive,529.00,0,10,0,0,0,0,0,0,true,2017-03-28 03:37:27,0
VENDORSKART MUNDKA 1 FACILITY,[Black-38cm-NoSpring] Autofy Universal Aluminium Antenna Rod with Chrome Cap for All Bikes (40cm),VKAMROD0005,,,,Black,,Autofy,Vendorskart_Automotive,499.00,0,4,0,0,0,0,0,0,true,2017-03-28 03:37:28,0
VENDORSKART MUNDKA 1 FACILITY,Autofy Riding Gear Anti Pollution / Anti Dust Skull Cap (Black),VKAMMASK0003,1,SDL409407149,Autofy,Black,India,Autofy,Vendorskart_Automotive,299.00,0,98,0,0,0,0,0,0,true,2017-03-28 03:37:28,0
VENDORSKART MUNDKA 1 FACILITY,[60LED-Black-FloodLight-White] Autofy Universal Multi-Purpose 60 LED 180 Watt Flood Spot Combo Auxiliary Light Bar for All 4 Wheelers (White Light),VKAMLIGHT0105,,,LED Company China,Black,China,Autofy,Vendorskart_Automotive,5999.00,0,2,0,0,0,0,0,0,true,2017-03-28 03:37:28,0
VENDORSKART MUNDKA 1 FACILITY,[40LED-Black-FloodLight-White] Autofy Universal Multi-Purpose 40 LED 120 Watt Flood Spot Combo Auxiliary Light Bar for All 4 Wheelers (White Light),VKAMLIGHT0106,,,LED Company China,Black,China,Autofy,Vendorskart_Automotive,5999.00,0,3,0,0,0,0,0,0,true,2017-03-28 03:37:28,0
VENDORSKART MUNDKA 1 FACILITY,[80LED-Black-FloodLight-White] Autofy Universal Multi-Purpose 80 LED 240 Watt Flood Spot Combo Auxiliary Light Bar for All 4 Wheelers (White Light),VKAMLIGHT0107,,,LED Company China,Black,China,Autofy,Vendorskart_Automotive,10199.00,0,2,0,0,0,0,0,0,true,2017-03-28 03:37:29,0
VENDORSKART MUNDKA 1 FACILITY,[100LED-Black-FloodLight-White] Autofy Universal Multi-Purpose 100 LED 300 Watt Flood Spot Combo Auxiliary Light Bar for All 4 Wheelers (White Light),VKAMLIGHT0108,,,LED Company China,Black,China,Autofy,Vendorskart_Automotive,14999.00,0,3,0,0,0,0,0,0,true,2017-03-28 03:37:29,0
VENDORSKART MUNDKA 1 FACILITY,[6LED-Damru-5.75-Black] Autofy 6 LED 5.75 Inch Headlight for Bajaj Avenger and Harley Davidson (Black),VKAMLIGHT0109,,,,Black,China,Autofy,Vendorskart_Automotive,9999.00,0,1,0,0,0,0,0,0,true,2017-03-28 03:37:29,0
VENDORSKART MUNDKA 1 FACILITY,[U7-RedDRL-Black] Autofy Universal U7 with Red DRL Spot Fog Projector Auxiliary Light for All Bikes (White and Red),VKAMLIGHT0110,1,,LED Company China,White and Red,China,Autofy,Vendorskart_Automotive,1999.00,0,0,0,0,0,0,0,0,true,2017-03-28 03:37:29,0
VENDORSKART MUNDKA 1 FACILITY,[U7-RedDRL-Black-Setof2] Autofy Universal U7 with Red DRL Spot Fog Projector Auxiliary Light for All Bikes (White and Red  Set of 2),VKAMLIGHT0111,Set of 2,,LED Company China,Black,China,Autofy,Vendorskart_Automotive,3999.00,0,0,0,0,0,0,0,0,true,2017-03-28 03:37:29,0
VENDORSKART MUNDKA 1 FACILITY,[17LED-Round-Red&Black] Autofy Universal 17 LED Round Fog Flood Auxiliary Light for All Bikes and Cars (Red and Black),VKAMLIGHT0112,,,LED Company China,Black,China,Autofy,Vendorskart_Automotive,3599.00,0,7,0,0,0,0,0,0,true,2017-03-28 03:37:30,0
VENDORSKART MUNDKA 1 FACILITY,[17LED-Round-Red&Black-Setof2] Autofy Universal 17 LED Round Fog Flood Auxiliary Light for All Bikes and Cars (Red and Black  Set of 2),VKAMLIGHT0113,Set of  2,SDL812831073,LED Company China,Black,China,Autofy,Vendorskart_Automotive,7299.00,0,0,0,0,0,0,0,0,true,2017-03-28 03:37:30,0
